ProjectId,ProjectName,ProjectStatus,StartDate,DueDate,ProjectOwner,ProjectOwnerId,ProjectOwnerEmail,CustomerName,CustomerId,Progress,Project Type,CompletedTasks,OverdueTasks,BlockedTasks,AtRiskTasks,ApprovalPending,BRD Sign-off,UAT Sign-off,% BM Billed,% BM Created,Billing Status,ProjectTrackedHours,PercentageBudgetConsumed,ActualStartDate,ActualCompletedDate,Kick-off Date,Final Go Live Date,First Go-Live Date,PlannedDuration,ProjectBudget,EstimateAtCompletion,EstimateToComplete,ProjectRevenue,ProjectCost,ProjectProfit,Invoiced Amount,TeamMembers,Region
PRJ-014,Davila-Howard - Phase 1 Implementation,In progress,2025-04-01,2026-05-15,Donna Landry,73900,donna.landry@example.com,Davila-Howard,7899,54.05,CLM Platform,60,41,0,0,0,,,52.5,56.0,Not Started,14502.75,90.28808727272727,2025-04-03,,2025-04-01,,,409,550000.000000,16062.75,1560.0,496584.48,343122.77,153461.71,,"Jamie Smith|jamie.smith@example.com, Desiree Tyler|desiree.tyler@example.com, Kayla Rodriguez|kayla.rodriguez@example.com, Laura Roberts|laura.roberts@example.com, Vanessa Howard|vanessa.howard@example.com, Kenneth Scott|kenneth.scott@example.com, Melissa Gates|melissa.gates@example.com, Joyce Bowen|joyce.bowen@example.com, Elaine Brooks|elaine.brooks@example.com, Danny Morgan|danny.morgan@example.com, Derek Zuniga|derek.zuniga@example.com, Courtney Gonzalez|courtney.gonzalez@example.com, Jeffery Ortega|jeffery.ortega@example.com, Shannon Rivera|shannon.rivera@example.com, Krista Gibson|krista.gibson@example.com, Tanner Mitchell DDS|tanner.mitchell.dds@example.com, Whitney Peters|whitney.peters@example.com, Jessica Stephens|jessica.stephens@example.com, Rebecca Henderson|rebecca.henderson@example.com, Mark Brown|mark.brown@example.com",AMER
PRJ-015,Farley Ltd - Phase 2 Rollout,In progress,2024-09-20,2026-07-31,Jordan Bates,94495,jordan.bates@example.com,Farley Ltd,49134,54.84,CLM Platform,119,74,0,0,0,,,165.15937249,71.15937249000001,,30708.08,66.99251368791552,2024-10-01,,,,,679,3068400.000000,45838.0833,15130.0,2055598.29,780487.93,1275110.36,,"Joshua Blair|joshua.blair@example.com, Zachary Hicks|zachary.hicks@example.com, Crystal Robinson|crystal.robinson@example.com, Patrick Thornton|patrick.thornton@example.com, Erin Edwards|erin.edwards@example.com, Anthony Humphrey|anthony.humphrey@example.com, Joyce Bowen|joyce.bowen@example.com, Matthew Moore|matthew.moore@example.com, Dana Martinez|dana.martinez@example.com, Melissa Gates|melissa.gates@example.com, Rebecca Jackson|rebecca.jackson@example.com, Joel Williams|joel.williams@example.com, Shannon Jones|shannon.jones@example.com, Paula Moreno|paula.moreno@example.com, Jessica Holmes|jessica.holmes@example.com, Carol Tucker|carol.tucker@example.com, Connie Brown|connie.brown@example.com, Ronald Davis|ronald.davis@example.com, Margaret Hawkins DDS|margaret.hawkins.dds@example.com, Elizabeth Perkins|elizabeth.perkins@example.com, Michael Farrell|michael.farrell@example.com, Margaret Hawkins DDS|margaret.hawkins.dds@example.com, Sherry Decker|sherry.decker@example.com, Joel Williams|joel.williams@example.com, Sharon Cochran|sharon.cochran@example.com, Joshua Cooke|joshua.cooke@example.com, Brian Lee|brian.lee@example.com, Jeffrey Chavez|jeffrey.chavez@example.com, Krista Gibson|krista.gibson@example.com, Cassandra Gaines|cassandra.gaines@example.com",Europe
PRJ-016,Adkins Group - Platform Deployment,In progress,2025-10-31,2026-04-09,Robert Oconnell,49967,robert.oconnell@example.com,Adkins Group,6851,64.15,Change Request ,68,51,0,0,0,,,75.0,200.0,Not Started,690.50,91.63902001998552,2025-10-31,,2025-10-31,,,160,29021.000000,735.5,45.0,26594.56,22270.38,4324.18,,"Kathy Rivas|kathy.rivas@example.com, Debra Morton|debra.morton@example.com, Anna Henderson|anna.henderson@example.com, Ryan Gonzalez|ryan.gonzalez@example.com, Anthony Humphrey|anthony.humphrey@example.com",AMER
PRJ-017,"Buckley, Thompson and Gordon - Enterprise Rollout",In progress,2023-11-01,2026-09-30,Susan Murray MD,95516,susan.murray.md@example.com,"Buckley, Thompson and Gordon",22325,83.26,PS as ARR,567,142,1,0,0,,,,,,87299.00,0.0,2023-11-27,,2023-11-01,2025-05-15,2025-04-09,1064,0.000000,106904.6,19605.6,0.0,1902518.24,-1902518.24,,"Alex Hernandez|alex.hernandez@example.com, Kevin Oconnor|kevin.oconnor@example.com, Jessica Garcia|jessica.garcia@example.com, James Parks|james.parks@example.com, Victor Taylor|victor.taylor@example.com, Stephanie Williams|stephanie.williams@example.com, Michele Williams|michele.williams@example.com, Bryan Herrera|bryan.herrera@example.com, Shelia Wallace|shelia.wallace@example.com, Christina Walters|christina.walters@example.com, Daniel Salinas|daniel.salinas@example.com, Brian Rodriguez|brian.rodriguez@example.com, Jeffrey Chavez|jeffrey.chavez@example.com, Michele Williams|michele.williams@example.com, Lisa Jackson|lisa.jackson@example.com, Mark Brown|mark.brown@example.com, Dylan Miller|dylan.miller@example.com, Elizabeth Oliver DDS|elizabeth.oliver.dds@example.com, Lori Guerrero|lori.guerrero@example.com, Joyce Bowen|joyce.bowen@example.com, Stephanie Manning|stephanie.manning@example.com, Rodney Morales|rodney.morales@example.com, Denise Jacobs|denise.jacobs@example.com, Patrick Moore|patrick.moore@example.com, Elizabeth Fowler|elizabeth.fowler@example.com, Colton Martinez|colton.martinez@example.com, Stephanie Williams|stephanie.williams@example.com, Garrett Lin|garrett.lin@example.com, Aimee Montoya|aimee.montoya@example.com, Richard Aguirre|richard.aguirre@example.com, Benjamin Smith|benjamin.smith@example.com, Debra Christian|debra.christian@example.com, Christopher Bass|christopher.bass@example.com, Lindsay Martinez|lindsay.martinez@example.com, Debra Morton|debra.morton@example.com, Laura Roberts|laura.roberts@example.com, Anthony Everett|anthony.everett@example.com, Lawrence Adkins|lawrence.adkins@example.com, Ashley Barton|ashley.barton@example.com, Tanya Kim|tanya.kim@example.com",Europe
PRJ-018,Johnson Inc - CLM Platform - Phase 1,In progress,2025-11-03,2027-04-30,Joseph Knight,57021,joseph.knight@example.com,Johnson Inc,86826,75.86,CLM Platform,88,2,0,0,0,,,35.000033333388885,160.0000333333889,Not Started,3687.17,21.885976476627462,2025-11-03,,,,,543,599999.000000,16847.1667,13160.0,131315.64,99795.41,31520.23,,"John Pierce|john.pierce@example.com, Sharon Cherry|sharon.cherry@example.com, Carlos Ryan|carlos.ryan@example.com, Victor Taylor|victor.taylor@example.com, Jose Travis|jose.travis@example.com, Rebecca Jackson|rebecca.jackson@example.com, Shirley Suarez|shirley.suarez@example.com, Angie Henderson|angie.henderson@example.com",Europe
PRJ-019,Wells Group - Contract Management Implementation,In progress,2026-02-05,2027-01-31,Lisa Hensley,58828,lisa.hensley@example.com,Wells Group,55319,11.11,Partner Support,12,17,0,0,0,,,,,,82.50,0.0,2026-03-05,,2026-02-05,,,360,0.000000,1513.3,1430.8,0.0,7551.0,-7551.0,,"Rocketlane|rocketlane@example.com, Carol Tucker|carol.tucker@example.com, Joshua Blair|joshua.blair@example.com, Elizabeth Perkins|elizabeth.perkins@example.com, Sherry Decker|sherry.decker@example.com, Michael Wang|michael.wang@example.com",Europe
PRJ-020,Zuniga Ltd - CLM Migration,In progress,2026-01-06,2027-03-31,Theodore Jones Jr.,65378,theodore.jones.jr.@example.com,Zuniga Ltd,74138,36.75,CLM Platform,43,35,0,0,0,,,25.0,210.0,Not Started,2263.75,0.0,2026-01-08,,2026-01-06,,,449,0.000000,16288.0961,14024.3461,0.0,89457.0,-89457.0,,"Spencer Haynes|spencer.haynes@example.com, Ricky Davis II|ricky.davis.ii@example.com, Amanda Jones|amanda.jones@example.com, Christopher Rubio|christopher.rubio@example.com, Shannon Ramsey|shannon.ramsey@example.com, Nicole Herring|nicole.herring@example.com, Jessica Callahan|jessica.callahan@example.com, Veronica Simpson|veronica.simpson@example.com, Brett Burns|brett.burns@example.com, Cynthia Moore|cynthia.moore@example.com, Lisa Barnes|lisa.barnes@example.com, Shannon Jones|shannon.jones@example.com, Amy Silva|amy.silva@example.com, Darlene Miller|darlene.miller@example.com",AMER
PRJ-021,Thomas PLC - Platform Upgrade,In progress,2025-01-13,2026-07-31,Nathan Malone,35919,nathan.malone@example.com,Thomas PLC,1002,31.90,CLM Platform,37,38,0,0,0,,,50.0,143.396694,Not Started,10797.67,72.88006280991736,2024-11-29,,2025-02-10,,,564,605000.000000,14815.6667,4018.0,440924.38,874278.67,-433354.29,,"Dr. William Warren|dr..william.warren@example.com, Angela Vaughn|angela.vaughn@example.com, Tina Sanders|tina.sanders@example.com, Marc Moore|marc.moore@example.com, John Young|john.young@example.com, Tina Sanders|tina.sanders@example.com, Linda Smith|linda.smith@example.com, Jesse Perry|jesse.perry@example.com, David Alvarez|david.alvarez@example.com, Yvonne Burns|yvonne.burns@example.com, Debra Davidson|debra.davidson@example.com, Patricia Rodriguez|patricia.rodriguez@example.com, Christine Wright|christine.wright@example.com, Tricia Valencia|tricia.valencia@example.com, Ryan Gonzalez|ryan.gonzalez@example.com, Elizabeth Fowler|elizabeth.fowler@example.com, Madison Poole|madison.poole@example.com, Lauren Daniels|lauren.daniels@example.com, Mark Perez|mark.perez@example.com, Denise Jones|denise.jones@example.com, Frank Cordova|frank.cordova@example.com, Helen Jones|helen.jones@example.com, Shannon James|shannon.james@example.com",Public Sector
PRJ-022,James and Sons - Multi-Phase Implementation,In progress,2025-03-17,2026-04-24,Michelle Brown,65243,michelle.brown@example.com,James and Sons,33837,82.73,CLM Platform,91,10,0,0,0,,,100.0,56.0,Not Started,5466.08,100.0,2025-04-14,,2025-03-17,,,403,300000.000000,5466.0833,0.0,300000.0,163313.98,136686.02,,"John Daniel|john.daniel@example.com, Cameron Parker|cameron.parker@example.com, Jeffrey Chavez|jeffrey.chavez@example.com, Julie Alexander|julie.alexander@example.com, Eric Carney|eric.carney@example.com, Parker Cain|parker.cain@example.com, Ethan Adams|ethan.adams@example.com, Melissa Martinez|melissa.martinez@example.com, Mike Allen|mike.allen@example.com, Tammie Bright|tammie.bright@example.com, Courtney Mills|courtney.mills@example.com, Noah Rhodes|noah.rhodes@example.com, Joel Williams|joel.williams@example.com, Sandra Aguilar|sandra.aguilar@example.com, Richard Smith|richard.smith@example.com, Kathy Rivas|kathy.rivas@example.com, Jessica Garcia|jessica.garcia@example.com, Matthew Moore|matthew.moore@example.com, Colin Terry|colin.terry@example.com, Kimberly Nguyen|kimberly.nguyen@example.com, Andrew Avila|andrew.avila@example.com, Anthony Humphrey|anthony.humphrey@example.com",AMER
PRJ-023,"Sullivan, Yoder and Dickson - Change Request",In progress,2025-11-10,2026-06-19,Angela Lopez,27956,angela.lopez@example.com,"Sullivan, Yoder and Dickson",42768,65.45,CLM Platform,72,29,0,0,0,,,50.0,108.0,Not Started,3423.00,51.34397333333334,2025-11-06,,2025-11-10,,,221,375000.000000,6666.8,3243.8,192539.9,105110.2,87429.7,,"Lauren Carson|lauren.carson@example.com, Stephanie Salazar|stephanie.salazar@example.com, Kiara Mcintyre|kiara.mcintyre@example.com, Pamela Boyd|pamela.boyd@example.com, Sandra Aguilar|sandra.aguilar@example.com, Melissa Brewer|melissa.brewer@example.com, Sherri Baker|sherri.baker@example.com, Ryan Gonzalez|ryan.gonzalez@example.com, Jason Powell|jason.powell@example.com, Timothy Romero|timothy.romero@example.com, Deborah Figueroa|deborah.figueroa@example.com, Margaret Coleman|margaret.coleman@example.com, Patty Perez|patty.perez@example.com, Christine Wright|christine.wright@example.com, Stephen Hoffman|stephen.hoffman@example.com, Lisa Archer|lisa.archer@example.com",AMER
PRJ-024,"Lewis, Scott and Powell - CLM Expansion",In progress,2025-10-31,2026-08-01,Ashley Waller,76144,ashley.waller@example.com,"Lewis, Scott and Powell",17826,39.13,CLM Platform,45,43,0,0,0,,,54.88888888,204.99999999,Not Started,2965.00,58.080311677798015,2025-11-21,,2025-10-31,,,274,247050.000000,5105.0,2140.0,143487.41,70560.5,72926.91,,"Amber Kidd|amber.kidd@example.com, Amber Obrien|amber.obrien@example.com, Kathryn Snyder|kathryn.snyder@example.com, Shannon Walker|shannon.walker@example.com, David Wright|david.wright@example.com, Debra Morton|debra.morton@example.com, Jeremy Dalton|jeremy.dalton@example.com, Theresa Williams|theresa.williams@example.com, Joshua Reed|joshua.reed@example.com",Europe
PRJ-025,Gomez Ltd - CLM Implementation,In progress,2025-09-08,2026-04-30,Briana Murray,86537,briana.murray@example.com,Gomez Ltd,86748,69.91,CLM Platform,79,4,0,0,0,,,90.0,56.0,Not Started,7205.83,91.5627213114754,2025-09-08,,2025-09-08,,,234,305000.000000,7869.8333,664.0,279266.3,185847.59,93418.71,,"Shannon James|shannon.james@example.com, Fred Smith|fred.smith@example.com, Rebecca Jackson|rebecca.jackson@example.com, Yvonne Chambers|yvonne.chambers@example.com, Bryan Herrera|bryan.herrera@example.com, Julie Alexander|julie.alexander@example.com, Cynthia Moore|cynthia.moore@example.com, Andrea Hubbard|andrea.hubbard@example.com, Matthew Moore|matthew.moore@example.com, Dr. Paul Morgan|dr..paul.morgan@example.com, Victoria Larson|victoria.larson@example.com, Alexander Collins|alexander.collins@example.com, Connie Brown|connie.brown@example.com, Dana Martinez|dana.martinez@example.com, Aaron Wise|aaron.wise@example.com, David Martinez|david.martinez@example.com, Shane Henderson|shane.henderson@example.com, Sara Johnston|sara.johnston@example.com, Judy Baker|judy.baker@example.com, Krista Gibson|krista.gibson@example.com, Zachary Hicks|zachary.hicks@example.com, Jasmin Alvarado|jasmin.alvarado@example.com",Europe
